user_id,battery_capacity_(kwh),charging_station_id,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),time_of_day,day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(°c),vehicle_age_(years),charger_type,vehicle_model_BMW i3,vehicle_model_Chevy Bolt,vehicle_model_Hyundai Kona,vehicle_model_Nissan Leaf,vehicle_model_Tesla Model 3,charging_station_location_Chicago,charging_station_location_Houston,charging_station_location_Los Angeles,charging_station_location_New York,charging_station_location_San Francisco,user_type_Casual Driver,user_type_Commuter,user_type_Long-Distance Traveler,start_hour,start_day,start_month,end_hour,end_day,end_month
350,-1.1899012192377647,278,1.5604450515798087,1.4194630171268703,1.3326472997846361,1.2376138307856475,3,3,-1.588776293276414,-0.3035277115056671,1.1203427129141654,0.8560765291291594,-1.5647135585250054,0,0,0,1,0,0,0,0,0,1,0,1,0,0,18,18,9,22,18,9
351,-0.6079165421956573,18,0.8391720136273658,0.2145722384286681,-1.4110194809742613,1.3489663628450275,1,3,1.1106264511740482,1.0087420850810518,1.3520138561288928,0.3508779207409639,1.033871883650717,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21,18,9,5,19,9
352,-0.6079165421956573,12,0.2600940265629453,0.039843384667647724,-0.4652444813380283,2.4737208879807073,1,5,-0.9189703538771535,-1.1292279463231254,0.09395747448572929,-0.7935093606218172,-0.698518411133098,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,19,9,1,19,9
353,-0.6079165421956573,180,1.0485441352090321,-1.0453387656159017,0.4332145322339574,1.3899729625683381,2,1,-0.9943110409719293,1.266353215130774,-0.8940397506480512,-0.965623596841253,1.033871883650717,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,19,9,9,19,9
354,1.235034935104349,123,1.1954719376113918,-1.616711184326198,-1.1122266320761591,0.5342294687379223,1,4,1.3361661118342638,-0.5309263880010131,1.567120345345599,-0.099418029137945,-0.26542083743714423,2,1,0,0,0,0,0,0,0,1,0,0,1,0,5,19,9,12,19,9
355,0.507554088801715,246,1.1354016026497549,-0.4288151888297908,-0.7212260495600145,-0.7029578050249079,3,4,1.6929464439064108,1.0987270808608625,-1.4018806805920951,1.2693314220970493,-0.26542083743714423,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8,19,9,15,19,9
356,0.02256685793329226,222,-1.4744171014529124,-0.7929978556866586,1.0217893075048752,0.9313516134486719,1,3,1.397648557995612,-0.8412636324495968,-0.806843423493621,0.3623028354826486,-1.5647135585250054,1,0,1,0,0,0,0,1,0,0,0,0,0,1,11,19,9,20,19,9
357,1.235034935104349,373,-0.5422201344750381,-1.1611133905806341,-0.5102179749077995,-0.39061993601350264,3,6,0.4819108486682274,-0.8161502847609479,0.026070350353607635,0.9342482920534516,0.6007743099547632,1,1,0,0,0,0,0,1,0,0,0,1,0,0,14,19,9,23,19,9
358,0.507554088801715,51,0.8907660867158006,0.19663513561049362,0.3357652048408262,-1.2739154092169118,1,2,-0.21790226690938344,0.37058412805283053,1.5783938792719956,-1.606860925221954,-1.1316159848290517,0,0,0,1,0,0,0,0,1,0,0,0,1,0,17,19,9,18,19,9
359,1.235034935104349,488,-0.6311395269115248,-0.14680453400973376,0.9082662839859763,1.3862086892413772,3,1,-0.8913967216238592,1.0209101603116717,-0.5552860732494008,-0.13956349280021535,-0.698518411133098,1,0,0,0,0,1,0,0,0,1,0,1,0,0,19,19,9,23,19,9
360,0.02256685793329226,71,-0.42475647008600664,0.20459243380607742,1.170884121966785,-1.4089052531759811,2,0,0.3938942478111213,-0.22970625101928813,1.50355475822158,0.010444230185476874,1.9081511148293326,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,19,9,0,29,9
361,0.1490747126276224,480,1.3942939290060807,-0.4858688602135504,0.32551851240703994,-1.2055160745809756,0,2,-0.8087886808354788,1.4475286314270495,0.8854537676502802,-0.8545586149898218,1.4669694573466707,2,1,0,0,0,0,0,1,0,0,0,1,0,0,20,28,9,23,28,9
362,0.02256685793329226,48,-0.7168584382096663,1.206453047090214,1.511671623241421,1.2979041630856514,0,1,-1.0569349638904333,-1.1149208566166866,1.002228206246032,0.6641230494564336,-1.1316159848290517,1,1,0,0,0,0,0,1,0,0,0,0,1,0,23,28,9,2,29,9
363,0.507554088801715,19,-1.6352772151854915,0.9631828521954391,-0.9271711474347056,-0.5271052485416965,3,1,1.6405313429643336,0.36908456418925795,0.9163991967447792,-0.9484683272383613,-0.26542083743714423,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,29,9,11,29,9
364,-1.1899012192377647,262,-0.01626430546927872,-0.24238727964322315,0.8688569732037821,-1.371922346049055,1,5,1.3285739722400824,1.0361896631323897,1.061206187377256,1.4544434415113123,3.0032689977998825,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,29,9,8,29,9
365,1.235034935104349,84,-0.5774628800322539,-0.5901136865579046,-0.920942817216374,1.2470949573485937,1,3,-1.4446600227990218,0.3071210715287578,0.7683783082672591,1.3281736467653809,1.033871883650717,2,1,0,0,0,0,0,0,1,0,0,0,1,0,7,29,9,10,29,9
366,-0.6079165421956573,155,-1.477373937577276,-0.9681116707956062,1.5984853817973692,-0.09885451641394905,0,5,0.31305413634963064,-0.10842774945062997,0.41316274159221333,0.1056904944454644,-1.5647135585250054,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10,29,9,13,29,9
367,-1.1899012192377647,53,0.14078710171052425,0.568324099509177,1.6040571586212964,0.8071633936876108,3,6,-0.5696261888830532,0.8030849575997793,0.03993955083151254,1.2838739485905912,1.4669694573466707,1,1,0,0,0,0,0,0,0,1,0,0,1,0,13,29,9,21,29,9
368,-1.1899012192377647,107,-0.8264374426765048,-0.2465660290610873,-1.0346880181920441,0.6218298547093286,1,0,0.08552878268001297,-0.6838286828461126,1.3163561563326014,-0.07136991145700426,-1.1316159848290517,1,0,1,0,0,0,1,0,0,0,0,0,1,0,15,29,9,19,29,9
369,-0.6079165421956573,357,-0.8929612587354571,0.9567051338808978,-0.03996310915288903,-1.0750113627409004,0,2,1.1506315928381239,-1.4155232028005111,-1.1036855366772065,0.02303229361027648,0.1676767362588095,1,1,0,0,0,0,0,0,0,0,1,0,1,0,18,29,9,0,30,9
370,0.507554088801715,304,0.46122524242735263,-1.6089990462908064,-1.430079478642554,1.1026565948616847,3,2,-0.4757075736695986,0.39625135032940983,0.8565523961934863,-1.0182789765092775,1.4669694573466707,2,0,0,1,0,0,0,0,0,0,1,0,0,1,21,29,9,6,30,9
371,1.235034935104349,135,0.002110578179302879,0.004114937970335465,1.5049042597390576,1.3389508610412866,2,4,-1.4071951672788203,-0.8312391439947899,1.3290848831287285,1.4370059952338023,0.1676767362588095,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30,9,1,30,9
372,-1.2560083132106115,443,1.1727534280520715,-0.600943529546314,0.23905243022176362,-1.2181144294544493,1,6,1.5280461216559436,0.9450938304306571,-1.2305948444659516,1.5018100775130288,-1.5647135585250054,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,30,9,11,30,9
373,0.507554088801715,69,0.6308487771807042,-1.3581527292822362,-0.039717069044986106,0.6789607849176984,1,0,-0.6863750723874344,-0.5845995596968837,-1.6793781126891674,0.15737719488104535,0.1676767362588095,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,30,9,14,30,9
374,0.02256685793329226,11,0.4698374271120043,-0.6811216507765654,-0.7598518051256467,-0.3729702284695909,3,6,1.6916092452225877,1.309221538958314,-1.3937243062846296,1.1675929183476605,-0.26542083743714423,1,0,1,0,0,0,0,1,0,0,0,0,0,1,8,30,9,12,30,9
375,-1.1899012192377647,143,-0.6632209885359249,0.02069044049578547,-0.1872226297736391,0.6710674360955896,0,5,0.987739928501163,-3.305662513725602,-1.5520859374410965,0.012318241947654488,-0.26542083743714423,1,0,0,0,0,1,0,0,1,0,0,1,0,0,11,30,9,12,30,9
376,1.235034935104349,192,-1.890891125739943,-0.6582593521084256,-0.7089021303139832,0.1231246019928645,3,5,-0.34101920855894274,0.46427589175145184,-0.015157041501467667,-1.4713683699680302,-0.26542083743714423,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14,30,9,22,30,9
377,0.507554088801715,387,-1.5440390499244478,1.423823261288212,-0.02499711698657863,-2.0765015318071205,0,6,1.5633266771484187,-0.19553344595791095,1.4505588340961066,-0.9337819212837146,-0.698518411133098,1,1,0,0,0,0,0,0,1,0,0,0,0,1,16,30,9,19,30,9
378,0.02256685793329226,378,0.6016645595260454,-0.8415528113859125,1.4935027497552078,0.7371343304111967,3,5,-0.8109552383712093,0.7752579439001559,-1.7023812177155124,-0.06900879416077357,0.1676767362588095,0,0,0,0,1,0,1,0,0,0,0,0,1,0,19,30,9,22,30,9
379,0.507554088801715,69,-1.18942539819817,-0.43379187196193203,0.5164175536474034,0.5215036671933038,2,4,1.1782720118546142,0.7920672561494772,1.5318196690303867,1.245530222720747,1.033871883650717,2,0,0,0,1,0,0,0,1,0,0,0,0,1,22,30,9,2,1,10
380,1.235034935104349,23,-1.344809256962125,-0.4788981530292341,2.4322540015049627,-0.8321923470196245,1,0,1.1397542075394822,0.37720385964688474,1.242060177589442,-0.7458384805885939,0.6007743099547632,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,10,2,1,10
381,-1.1899012192377647,181,-1.6018240549764786,-1.4326072701174342,-0.03573985451903738,-0.4828813108675793,0,0,1.5388285887537696,0.37942088458733236,-1.1960529812273035,0.809097494263692,-0.46587636376177854,2,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,10,13,1,10
382,0.02256685793329226,293,0.002110578179302879,1.270654817748963,-0.19939649304582438,-0.4366778795371658,2,5,0.8921836884487764,0.8324197946014291,-0.981089201987948,1.2036916941854596,0.1676767362588095,1,0,0,1,0,0,0,1,0,0,0,0,0,1,6,1,10,11,10,10
383,-0.6079165421956573,9,1.0211590440279101,1.289244194013654,1.7122204122941396,-0.6726951840743625,3,5,0.0071077749542253175,-0.11116664424360617,-1.333832485832565,-0.20293704215049452,0.1676767362588095,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9,1,10,14,10,10
384,1.235034935104349,271,1.2555441209740064,1.0657500198125118,1.245346814320789,-0.6800332333167721,0,0,1.9390048013804706,-0.5134420168589401,0.12529118184344556,1.5924363677614854,-1.1316159848290517,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,1,10,17,10,10
385,0.507554088801715,387,0.002110578179302879,-0.8902604570581502,0.13986748731978554,0.1956623764580151,0,6,-1.6256460293330983,-0.9948800300427532,1.5639822100826317,0.46553596480557724,1.4669694573466707,1,0,0,1,0,0,1,0,0,0,0,1,0,0,10,10,10,20,10,10
386,1.235034935104349,93,0.1792645269725029,-0.5691127889083675,0.7201464715627085,0.09345338313640199,2,0,1.1695763263504564,1.2068355768865044,0.5250795007122296,-0.9180128838200232,-0.91382473288665,2,0,0,0,0,1,1,0,0,0,0,0,1,0,13,10,10,16,10,10
387,-1.1899012192377647,454,0.5604947515414782,-0.36073384375899753,-1.3888688220816576,-1.4882985655119862,3,6,0.6295615214328725,0.4241689329038577,-0.31575655428612975,1.0340417537437054,-0.34428716187304403,0,0,0,0,1,0,0,1,0,0,0,0,1,0,15,10,10,21,10,10
388,-1.1899012192377647,17,-1.3244103178480555,3.6836798275272358,-0.986060319172072,-0.13575036986457406,2,5,1.4038043738041575,0.9189051569243107,0.15743829153574337,-0.5717974129547041,-0.698518411133098,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18,10,10,3,11,10
389,0.02256685793329226,154,1.4460126497911632,0.527776353387525,-1.6392827967198702,0.6153746251034626,3,5,0.25613240806155285,0.8759183423779373,-0.015157041501467667,-0.8133560256899972,0.1676767362588095,1,0,0,0,0,1,0,0,1,0,0,0,0,1,21,10,10,3,11,10
390,-1.1899012192377647,405,-1.0104606436348917,-0.6905609115618503,0.811758461718664,0.8497327439129115,2,6,-1.1048198101942848,0.5582002818403319,0.6202992130735628,-0.5748047620842346,-0.698518411133098,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11,10,1,11,10
391,0.02256685793329226,328,-0.30215643413055543,-0.5879473355206213,1.7512471985794245,-1.4040368671518053,2,2,-0.11641738566591198,-1.3464761995346073,-1.144122219717175,-0.5656901452544366,0.1676767362588095,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,11,10,9,11,10
392,-0.6079165421956573,149,-0.4996249330642668,-0.2898450611797104,-1.0852547418990572,-1.0060135818686846,2,3,0.408840039281784,0.3822542033790055,-0.7906955843377795,-1.6749851544469396,-0.26542083743714423,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,11,10,9,11,10
393,0.507554088801715,377,1.0026291383089545,1.6043433092225814,-0.6142173135916235,0.969721517927945,2,2,-1.3272535441552702,-1.0545913085283958,1.2512605856362715,-0.19811694392599866,1.4669694573466707,1,0,0,1,0,0,0,1,0,0,0,0,1,0,8,11,10,9,11,10
394,0.507554088801715,267,-0.04930954825262055,0.24980304966412858,0.14151291931061102,1.3545459155586008,3,5,-0.9807478668112689,-0.10425389048812321,1.0365275946476782,-1.173488098087394,-1.5647135585250054,1,0,0,0,0,1,0,0,0,1,0,1,0,0,11,11,10,17,11,10
395,0.02256685793329226,422,-0.37872469340222814,0.8262677069282344,-1.6217098705862212,1.1909268693873247,1,1,-0.3331884861990518,-0.7095790687759276,-0.03216461657548814,0.1845818103943417,1.033871883650717,2,0,0,1,0,0,0,0,1,0,0,0,0,1,14,11,10,22,11,10
396,-0.6666349041766548,328,-1.3980536573783333,0.5516662575534766,-1.3147440630105076,1.3735866744046132,2,1,-0.7921384795539163,0.8823571231394783,1.225577795994346,0.3860823829640024,-0.698518411133098,2,0,0,1,0,0,0,0,0,1,0,1,0,0,16,11,10,2,12,10
397,0.507554088801715,106,0.25770986203243096,1.301296995711391,1.2597510116735917,-1.1371485504420111,3,4,0.47678942288067766,-0.18668096636984424,-0.015157041501467667,1.2332631653882569,0.1676767362588095,1,0,0,1,0,0,0,0,0,0,1,0,1,0,19,11,10,20,11,10
398,-1.1899012192377647,472,-0.7438896318866076,-1.2363869228156374,1.5979403100724248,-1.1147591959826089,1,2,-0.816704335959476,0.7146285670137953,1.1195306132939487,0.5139860281509265,1.4669694573466707,1,0,1,0,0,0,0,0,1,0,0,0,1,0,22,11,10,1,12,10
399,-0.6079165421956573,381,0.5487242167132054,-0.03597053010236867,0.13390814156349073,1.415380022223509,0,6,0.27757367080573875,-0.8850261613984802,1.1070483331279832,-1.3245504912707389,-0.698518411133098,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,12,10,2,12,10
400,0.02256685793329226,35,1.2275706482421282,-1.1343872502687569,1.7193701797638734,-0.6740321405555709,0,4,-0.8962193361046855,-0.6939930826396427,-0.04079146376140141,1.5267837053855502,1.4669694573466707,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,12,10,7,12,10
401,0.507554088801715,119,1.0782351841004807,0.2188177317709221,-1.7148369871299527,-0.7962984222177075,2,4,1.628390938865508,1.6353335545152181,-0.9999468135065198,0.44447278283435304,-1.1316159848290517,2,0,1,0,0,0,0,0,0,0,1,0,0,1,6,12,10,7,12,10
402,0.02256685793329226,14,-1.3272630658201943,-1.3861920483401005,-0.8508025460956248,-1.3282655847091493,0,1,0.5450638297806253,0.45374787685356704,0.6630600946311025,1.4046879347211865,-0.26542083743714423,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9,12,10,16,12,10
403,-0.14012273582411258,14,-0.49621429278773355,1.3244520418723602,0.5048806150638866,0.9668277600385589,2,2,1.224812100935674,-1.132205335151114,0.4197620295904087,-0.052642453861698385,-0.26542083743714423,2,0,0,0,0,1,0,0,0,1,0,0,0,1,12,12,10,21,12,10
404,-0.6079165421956573,266,1.6861056907385612,0.5901857760178107,-0.03900887764780098,-0.39813109623283593,2,3,-0.858872618532574,-1.5254192928641779,-1.2566276938400445,1.1652298999935258,-0.26542083743714423,2,0,0,1,0,0,0,1,0,0,0,0,0,1,15,12,10,18,12,10
405,-1.1899012192377647,140,-0.7341303908424375,-0.8970664054224117,-0.23448826104062395,0.6877742103843812,1,0,0.4488275472687423,-0.3291699503647938,0.4710778853746649,0.9196553843124897,0.6007743099547632,0,1,0,0,0,0,0,0,0,1,0,0,0,1,17,12,10,0,13,10
406,-0.6079165421956573,294,0.002110578179302879,-1.3721966332839526,-0.44026798130020744,0.005971237376182999,0,6,-0.1655337365635406,0.5161937575438581,1.5660331533313034,0.924685495165503,0.1676767362588095,0,0,0,1,0,0,0,0,1,0,0,0,1,0,20,12,10,3,13,10
407,1.235034935104349,364,0.9964510099503047,-0.7601751923482999,0.7313191093832563,-0.7727204726790357,2,2,1.952466215229565,-1.0437435424602022,-0.1668432626588963,-0.6270209976457572,1.4669694573466707,1,0,0,0,0,1,0,0,1,0,0,0,1,0,23,12,10,3,13,10
408,0.02256685793329226,119,-0.048480964821415784,0.9771739906424348,1.0115203787723495,1.2197162049190404,0,4,1.1484014680777004,-1.1772399762084436,-1.1986746316692807,-1.2437959688500408,0.6007743099547632,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2,13,10,3,22,10
409,0.02256685793329226,238,1.5480667387192495,0.2316974123398978,-0.4526252367206259,1.2293254340079476,1,5,1.3393656727847392,-0.5070917526830556,-0.25946230954957616,0.21864891023761518,1.033871883650717,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,22,10,2,22,10
410,1.235034935104349,34,-1.0417211206160215,-0.3957114000079012,0.5633888839605173,0.7589677728953768,0,4,-1.444536483547097,1.0472550833689553,-1.7125452531150172,0.4671427148438503,1.4669694573466707,2,1,0,0,0,0,0,0,0,1,0,0,0,1,2,22,10,9,22,10
411,-1.341372598675327,169,-0.8034825106874388,1.4198345821169982,-0.11064384114423435,0.7439966327074721,1,2,-1.22535833627685,-0.5665286569531204,1.6231650596790828,-1.6147469384049,1.033871883650717,1,0,0,0,1,0,0,0,0,0,1,0,1,0,5,22,10,11,22,10
412,-1.1899012192377647,10,-0.7143506365439974,-1.093439155569731,-1.5693278168497586,1.0147750848216477,1,1,0.12062964011481128,1.7848856985541042,-1.131387790058729,0.3576110122311834,-0.26542083743714423,2,0,0,0,1,0,0,1,0,0,0,0,1,0,8,22,10,17,22,10
413,-1.1899012192377647,122,-0.5706590176526048,0.6619154473981212,1.0429325960291846,-1.422710071099337,1,0,0.6244178242494633,-0.5705155847588393,-0.5846942920987511,0.7360266393832336,-1.5647135585250054,2,0,0,1,0,0,1,0,0,0,0,1,0,0,11,22,10,13,22,10
414,0.507554088801715,401,-1.2504030558893686,1.0588704216256384,1.2857213857168202,0.7810398210150212,2,2,-0.3007388504593003,1.185227802999265,0.22392478008792877,1.4010605041949145,-1.5647135585250054,0,1,0,0,0,0,0,0,0,0,1,0,0,1,13,22,10,19,22,10
415,-0.6079165421956573,145,0.12358967601966411,0.7110800239217703,-1.0746481739491514,-1.013715197056825,3,3,1.2088921056025388,-0.01955697482810542,1.4811704942562145,1.531720189072089,-1.5647135585250054,0,0,0,0,0,1,0,0,0,1,0,0,1,0,16,22,10,20,22,10
416,-1.1899012192377647,451,0.8067160460681508,0.7175131503122647,0.3866238653738217,-1.031295640424977,2,6,0.08565362274600588,-0.5218862692003328,0.26784837474484463,-0.5659615112988645,1.4669694573466707,1,0,0,1,0,0,0,0,1,0,0,0,1,0,19,22,10,20,22,10
417,1.235034935104349,446,-1.6942642317891041,-1.5362741955185304,-1.0458764940504586,0.28646410636219033,0,6,0.3852250441932132,-0.5929210766381651,-0.8385338815628116,0.5258375151323197,1.033871883650717,2,0,0,0,1,0,0,1,0,0,0,1,0,0,22,22,10,7,23,10
418,0.507554088801715,223,-0.46501318329405406,-1.4080300997584325,1.5612190422595782,-1.3923143999134042,2,5,1.4545212417970652,0.06052025152268473,-0.11838013524898387,0.12811976313551812,-1.5647135585250054,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,23,10,5,23,10
419,-0.6079165421956573,371,0.8616857314074237,0.188950029166854,0.4179363924085814,-1.0755737302202177,2,5,-1.3777751551936022,-0.7151366209037375,-1.1500331207801866,-1.6682383608409863,-1.3647690599483944,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,23,10,7,23,10
420,0.507554088801715,257,-0.04883807472784263,-1.1242123573251834,0.6939296665302755,-1.421875836500444,3,4,-0.1348216153952329,0.8949694880756304,-0.04290365608457071,0.405608680449186,-1.5647135585250054,2,1,0,0,0,0,1,0,0,0,0,1,0,0,6,23,10,10,23,10
421,1.235034935104349,268,-0.047741160202228884,-0.7299953330728459,-1.5408990437279455,-0.8355729049427973,0,2,0.5277537958690924,-0.7877088928504772,-1.4497538905902385,0.1912776772204952,-0.698518411133098,2,0,0,0,1,0,0,0,1,0,0,0,0,1,9,23,10,10,23,10
422,0.507554088801715,359,-0.5929523181455871,1.5559155553158464,0.4657464953278356,-0.09967844551979231,1,6,-0.2550470753554777,-1.4467015668944379,0.32129802423565423,-0.4765058984437423,0.1676767362588095,1,1,0,0,0,0,0,0,1,0,0,0,0,1,12,23,10,18,23,10
423,-0.2468413366384231,4,1.3771337118372053,-1.4965046353642222,0.462108012045989,0.518088029337726,1,1,-0.8407014759903538,-1.0194526872166074,-0.022777343145274513,-0.7269721025219933,-0.698518411133098,2,0,0,0,1,0,0,1,0,0,0,0,1,0,14,23,10,19,23,10
424,0.507554088801715,426,0.8830467544724481,-1.386880333269536,-0.04911206242026963,0.425330636246207,0,3,1.0192139131345166,1.0474641830865261,-0.015157041501467667,-0.5111695336147037,-0.26542083743714423,2,0,0,0,1,0,0,1,0,0,0,0,1,0,17,23,10,18,23,10
425,-1.1899012192377647,397,-1.3729239769895105,0.04523604119036524,0.7481016129486103,0.755181979087015,2,4,1.0872744159940009,-0.5675499589062216,0.5457341951614826,0.6792697000637054,-0.26542083743714423,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20,23,10,22,23,10
426,1.235034935104349,354,1.6628751504915777,1.4398784827022828,1.1253499535885871,0.4087277566268466,3,2,0.03986856721456904,-0.020614177859776112,-0.7431290661047374,1.4801176354649765,1.033871883650717,1,0,0,0,1,0,0,0,1,0,0,0,1,0,23,23,10,0,24,10
427,1.235034935104349,106,1.022961091654233,1.3816077138821277,0.9196315100697148,0.2108813327680709,3,1,0.7471357544412522,-0.4938042761046948,-0.23636072580071898,-0.9503432442565165,-0.698518411133098,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,24,10,8,24,10
428,0.507554088801715,85,-0.24539380823401036,-0.34381236575068536,0.23468651334249213,-1.128705331660609,0,2,-0.832925777349281,0.17501671844452618,-1.2755414871480715,-0.6091004256242715,-0.698518411133098,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,24,10,10,24,10
429,1.235034935104349,214,1.3486980222150218,-0.2324637432362117,-1.356708372154077,-1.3572394864791335,0,1,-0.6907601648643292,0.8611318342370297,1.2123429389110092,-1.2529134903965051,-0.26542083743714423,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,24,10,14,24,10
430,-0.6079165421956573,121,1.0581847865644014,-1.3134889636916338,1.2137344494090685,-0.2147228102443913,2,0,-1.2802541322878922,0.35211091131652295,-0.8676316373845633,0.2492961539780556,-1.1316159848290517,1,1,0,0,0,0,0,0,0,1,0,0,1,0,10,24,10,16,24,10
431,-3.4219775211537087,132,0.010088669108683296,-0.07152571267316649,0.5815973118912235,-1.5222976354745066,3,2,1.6108224896060617,-0.4312478236156413,-1.0524517820642236,-1.4045934153165105,-0.698518411133098,2,0,0,0,1,0,0,0,1,0,0,0,1,0,13,24,10,13,2,11
432,-0.6079165421956573,338,-0.42349079237743614,0.17501743269817588,-0.8441751916456165,-0.664180874127163,0,2,-1.0715087619147299,-0.4101115281816566,-1.556465698898588,0.8107430871476069,-0.698518411133098,2,0,0,0,0,1,0,1,0,0,0,0,0,1,15,24,10,17,2,11
433,-0.6079165421956573,197,0.17707161129938478,0.5091000321941777,-1.132770180931681,-0.6177644487259847,2,0,0.9080132133495473,1.1266283791909848,0.832158961234005,1.5640810651728816,0.6007743099547632,1,1,0,0,0,0,0,0,0,0,1,1,0,0,13,2,11,20,2,11
434,-1.1899012192377647,19,1.4607010576227537,1.246142811835138,-0.6599484725213014,0.5418356694206525,2,6,0.11156858618108163,0.05474968453983951,-1.4570373635757001,-0.3046616193436061,-0.698518411133098,1,0,1,0,0,0,0,1,0,0,0,1,0,0,16,2,11,23,2,11
435,1.235034935104349,130,0.5126029966440065,-1.2456543499039665,-0.024837538408066285,1.614913620313326,0,4,0.6686228174674465,0.791687545352133,0.646129850488123,-0.7111793226391117,0.6007743099547632,1,1,0,0,0,0,0,0,0,0,1,0,1,0,19,2,11,20,2,11
436,-3.540498214143219,12,-0.0082037273394441,-0.8351706313039583,-0.02499711698657863,-1.6180249126199702,3,2,-0.7446054278666135,1.1754302073841436,-1.2126284078108422,1.1608241736122449,0.1676767362588095,1,1,0,0,0,0,0,0,1,0,0,1,0,0,22,2,11,1,3,11
437,0.02256685793329226,81,0.002110578179302879,0.37051025928300485,0.350036277288596,0.09387449207040403,1,2,-0.17529809723845902,-1.3571873089058517,1.1489803905755385,1.6059733645463938,1.033871883650717,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,11,6,3,11
438,1.235034935104349,330,1.5504097129123855,0.696127548977348,0.842443035119866,0.8743989012747629,2,4,-1.0079055420579708,-0.9623628784190357,-1.1210596788767053,2.0565617651354593,-0.698518411133098,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3,11,7,3,11
439,-0.6079165421956573,354,-1.6958812143888942,0.17934933872655892,-0.5408907416472705,3.0092459231856297,1,4,-0.27438916907178357,-0.6292639758841388,-0.31261171012033656,-0.6744791279955906,1.4669694573466707,2,1,0,0,0,0,0,0,0,0,1,0,0,1,6,3,11,12,3,11
440,-1.1899012192377647,262,-0.7408615742986379,-0.8410825514507624,-0.738513665533622,-0.39154700617693083,2,5,-0.9875760393098397,-3.522974191716001,-0.884297783530027,-0.021896526105280128,0.6007743099547632,2,0,0,0,0,1,1,0,0,0,0,0,0,1,9,3,11,12,3,11
441,-1.1899012192377647,392,-1.638222338995376,-0.7306019317624548,1.237299588456585,0.10789582251603436,3,5,0.4784299085166102,-1.178290563270133,-0.368605038921901,1.5811946197933449,0.6007743099547632,1,0,0,0,0,1,0,0,1,0,0,0,1,0,12,3,11,14,3,11
442,-0.339135612271497,125,-0.9646853235682902,-0.9464649492021245,0.48983413923252733,0.6817070899943225,1,6,-1.437254668467593,0.701033926477485,-0.3509850883969076,-1.4249115645393928,0.46666435965401004,2,0,0,1,0,0,0,0,0,1,0,0,0,1,14,3,11,18,3,11
443,0.02256685793329226,307,-1.6063614661097267,0.9451887148260011,1.0911287188503662,1.3019881196745138,0,4,0.27507853424343615,-1.2678136031203722,1.7427662099651648,0.7736845865505987,-1.2444765545769974,1,0,1,0,0,0,0,0,1,0,0,0,1,0,17,3,11,3,4,11
444,1.235034935104349,267,0.3160092920347314,-1.5032863559684968,0.07784005327289828,-1.5972584305560662,2,0,-0.02847550660735854,1.016473315415084,-1.1091765285634922,1.4533804778287953,1.4669694573466707,2,0,1,0,0,0,1,0,0,0,0,0,0,1,20,3,11,21,3,11
445,0.507554088801715,447,1.3823710140222998,-0.6237102886471974,1.4236067975315385,-1.5671342149058127,0,3,1.350309192575535,-1.3365402807674955,-0.015157041501467667,1.114201692656564,-1.1703763478714462,1,0,0,1,0,0,0,0,0,1,0,1,0,0,23,3,11,0,4,11
